,Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl,CES 4.0 Percentile,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
30,6037533806,3794,Los Angeles,90201,Bell,-118.1704919,33.9722323,72.0,99.37,95-100% (highest scores),0.046,46.99,12.04351864,80.8,1.088,98.57,696.73,77.62,89.27,96.16,7.82,58.28,4605.206706,91.52,5116.249847,99.73,17.0,78.01,10.75,48.96,0.77,80.69,7,66.74,0.0,0.0,72.43,8.84,99.07,54.25,62.08,5.02,52.85,23.93,96.68,53.9,97.91,20.1,86.75,55.4,87.54,10.0,86.19,22.9,73.73,78.48,8.14,90.94,99.37,17.03,74.7,8.28,94.89,0.95,3.53,0.0,0.63,0.0
31,6037534102,6219,Los Angeles,90201,Bell Gardens,-118.1616452,33.9702059,71.9,99.34,95-100% (highest scores),0.047,50.54,12.02588499,79.78,0.318,78.25,518.16,62.27,91.7,97.92,31.25,69.34,4410.199951,90.92,1025.609038,59.61,14.2,73.55,11.0,49.83,1.375,89.45,7,66.74,0.5,22.08,69.16,8.44,98.05,54.25,62.08,5.08,54.62,23.93,96.68,51.4,97.22,29.5,95.44,61.5,92.68,11.5,91.12,28.9,88.66,82.07,8.51,94.58,99.34,20.53,73.32,6.14,98.49,0.26,1.25,0.0,0.0,0.0
32,6037127400,6558,Los Angeles,91406,Los Angeles,-118.4782103,34.2102531,71.85,99.32,95-100% (highest scores),0.064,91.05,12.29587676,89.61,0.457,87.92,726.64,83.13,70.56,79.87,0.0,0.0,685.6316884,57.76,2892.070994,95.34,59.3,97.24,31.3,80.71,2.36,94.12,2,23.88,0.0,0.0,68.45,8.36,97.69,77.98,84.25,7.86,95.87,19.65,86.24,28.9,78.75,22.8,90.04,48.6,80.34,4.6,39.21,35.4,96.41,82.87,8.6,95.17,99.32,19.73,74.34,5.93,76.75,16.3,1.14,0.24,4.09,1.48
33,6037570301,7273,Los Angeles,90805,Long Beach,-118.1922187,33.8676075,71.42,99.29,95-100% (highest scores),0.043,29.89,12.50092519,91.05,0.503,89.98,339.04,34.73,78.54,87.98,0.84,41.52,8781.373127,96.62,1663.949239,81.34,9.0,58.17,17.05,63.42,0.97,84.78,7,66.74,0.5,22.08,65.77,8.03,96.37,94.42,91.14,6.34,81.22,20.48,89.0,33.7,84.09,16.1,79.59,56.9,89.06,7.9,74.74,32.8,94.26,85.73,8.89,97.11,99.29,18.6,76.56,4.84,68.49,7.97,11.77,0.0,8.84,2.93
34,6037534301,4320,Los Angeles,90201,Cudahy,-118.1852919,33.9599735,71.4,99.28,95-100% (highest scores),0.046,44.98,12.06526369,82.19,0.238,68.46,709.97,78.36,81.37,90.49,0.0,0.0,5265.72998,92.97,677.1907416,34.34,88.2,98.94,33.0,82.1,2.27,93.73,7,66.74,10.7,92.0,69.88,8.53,98.39,43.15,46.31,7.94,96.18,18.75,83.44,48.4,95.67,22.6,89.77,47.1,78.63,10.0,86.19,24.9,79.91,80.67,8.37,93.23,99.28,16.0,75.51,8.5,92.15,3.61,1.74,0.0,1.6,0.9
35,6037294701,3099,Los Angeles,90744,Los Angeles,-118.2549079,33.7780161,71.29,99.27,95-100% (highest scores),0.039,17.65,11.73680492,67.45,1.465,99.37,391.08,42.43,81.37,90.47,0.0,0.0,9756.536946,97.24,632.7478884,30.94,46.95,95.24,62.1,92.89,3.305,96.66,16,96.26,21.0,98.49,69.1,8.44,97.98,76.33,83.0,5.5,64.47,21.61,92.82,50.6,96.77,24.6,91.95,58.9,90.87,4.9,43.09,30.6,91.46,81.46,8.45,93.99,99.27,17.59,73.7,8.71,90.29,2.78,4.9,0.0,0.58,1.45
36,6037239330,2458,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876,71.24,99.26,95-100% (highest scores),0.045,39.99,12.14625901,86.88,0.203,62.51,787.94,92.53,90.52,97.09,0.0,0.0,4239.376709,90.27,1230.505058,69.83,68.15,97.98,28.25,78.05,0.445,65.18,0,0.0,2.7,60.11,65.01,7.94,95.86,113.45,95.31,6.68,86.16,27.79,99.02,50.1,96.58,7.8,52.51,61.2,92.45,6.0,57.25,41.0,98.94,86.52,8.97,97.6,99.26,15.66,77.5,6.83,86.66,0.77,11.55,0.0,0.0,1.02
37,6037570402,3400,Los Angeles,90805,Long Beach,-118.1986552,33.8685443,71.21,99.23,95-100% (highest scores),0.042,26.7,12.78098946,92.79,0.973,98.06,338.56,33.45,86.61,94.39,0.0,4.79,9572.14974,97.17,4072.827967,98.88,7.95,52.41,35.3,83.4,1.135,86.94,10,82.97,2.5,59.18,69.84,8.53,98.37,88.49,89.19,8.16,97.11,19.32,85.36,22.4,68.97,7.0,48.72,37.7,65.7,11.6,91.27,24.1,77.58,80.5,8.35,93.03,99.23,16.79,72.12,11.09,52.71,3.53,36.44,0.0,6.12,1.21
38,6037239702,4334,Los Angeles,90003,Los Angeles,-118.2750006,33.962202,70.76,99.22,95-100% (highest scores),0.044,35.16,12.116733,85.59,0.467,88.39,787.94,92.53,86.09,94.09,0.0,0.0,5194.089925,92.8,3032.755893,96.01,6.7,47.48,3.6,23.66,0.225,39.77,0,0.0,3.0,63.67,60.35,7.37,91.44,113.88,95.43,7.5,93.88,27.88,99.23,44.0,92.88,10.9,65.19,68.1,96.62,11.4,90.86,42.3,99.21,92.57,9.6,99.61,99.22,12.87,80.64,6.48,70.05,0.32,29.63,0.0,0.0,0.0
39,6037296210,3132,Los Angeles,90731,Los Angeles,-118.2839528,33.7476138,70.53,99.19,95-100% (highest scores),0.038,16.78,11.70137136,66.31,1.097,98.63,391.08,42.43,76.76,86.34,0.0,0.0,5523.829834,93.35,856.100235,48.26,8.0,53.43,42.55,87.28,2.695,95.2,8,72.15,6.7,81.51,63.65,7.77,94.79,103.61,93.62,7.49,93.75,14.57,64.02,36.9,87.17,23.8,91.22,56.0,88.18,13.2,94.66,33.2,94.7,87.49,9.08,98.2,99.19,19.32,72.38,8.3,87.04,5.91,6.0,0.0,0.32,0.73
40,6037534302,3720,Los Angeles,90201,Cudahy,-118.1755664,33.9593595,70.45,99.18,95-100% (highest scores),0.046,44.98,12.03778507,80.45,0.727,95.88,673.92,74.26,81.66,90.78,0.0,0.0,5218.023356,92.86,661.0383819,33.1,56.35,96.85,18.05,65.35,3.925,97.13,7,66.74,1.95,44.54,67.4,8.23,97.16,46.98,52.01,7.67,94.97,20.41,88.7,53.2,97.71,13.1,71.67,57.9,90.05,8.7,79.72,32.1,93.33,82.53,8.56,94.92,99.18,14.22,79.54,6.24,96.53,1.53,1.4,0.16,0.38,0.0
41,6037120020,3872,Los Angeles,91402,Los Angeles,-118.4548516,34.2188235,70.33,99.16,95-100% (highest scores),0.065,93.63,11.81424877,70.17,0.169,56.07,726.64,83.13,75.93,85.66,0.0,0.0,694.0063477,58.04,1444.132983,76.74,41.6,93.97,2.5,16.75,2.62,95.01,0,0.0,3.0,63.67,61.58,7.52,92.82,93.94,90.85,6.1,77.19,20.82,89.77,41.1,90.67,34.5,97.52,62.7,93.48,13.6,95.12,33.9,95.25,90.17,9.35,99.21,99.16,12.45,77.61,9.94,73.58,2.2,7.31,0.0,16.37,0.54
42,6037434004,3039,Los Angeles,91733,South El Monte,-118.0321896,34.0402202,70.22,99.14,95-100% (highest scores),0.055,71.66,12.03688662,80.39,0.89,97.47,821.08,95.28,89.29,96.19,4.2,53.14,2955.513346,84.63,1963.851443,86.45,6.25,46.6,12.25,52.42,0.405,61.79,5,51.22,1.25,38.99,72.17,8.81,99.04,65.92,75.19,7.27,92.28,16.69,74.84,28.0,77.59,10.5,63.69,48.3,79.99,7.4,70.9,22.5,72.17,76.82,7.97,88.94,99.14,11.62,79.73,8.65,92.3,1.32,0.16,0.0,6.22,0.0
43,6037205110,3904,Los Angeles,90023,Los Angeles,-118.2142985,34.0245059,70.13,99.1,95-100% (highest scores),0.048,51.9,12.25398221,89.28,0.363,82.2,787.94,92.53,98.7,99.99,0.0,0.0,2808.570027,84.0,752.2054963,40.53,12.75,70.46,3.55,23.49,9.81,99.4,7,66.74,5.55,77.64,67.55,8.25,97.26,76.1,82.76,5.68,68.54,20.87,90.15,60.7,99.39,26.3,93.38,60.8,92.2,5.0,44.35,28.5,87.88,81.96,8.5,94.45,99.1,18.8,77.05,4.15,95.8,1.51,0.46,0.0,2.23,0.0
44,6037122410,3457,Los Angeles,91605,Los Angeles,-118.3919739,34.2044832,70.04,99.09,95-100% (highest scores),0.062,88.7,11.52566258,61.37,0.139,48.35,726.64,83.13,62.76,69.59,0.0,0.0,926.9586692,62.5,1034.494912,60.23,38.75,92.96,49.0,89.91,0.93,84.04,0,0.0,3.5,66.69,61.73,7.54,92.98,79.39,84.67,7.07,90.6,21.48,92.31,35.1,85.4,21.5,88.47,59.9,91.56,9.8,85.49,41.1,98.96,89.58,9.29,98.98,99.09,11.74,78.91,9.34,78.97,12.35,2.83,0.0,4.37,1.48
45,6037532304,4013,Los Angeles,90040,Commerce,-118.1526793,33.9862905,70.0,99.08,95-100% (highest scores),0.048,50.99,12.14921007,86.98,0.754,96.13,553.53,64.86,62.39,68.99,0.0,0.0,3727.709961,87.93,2366.91483,91.24,63.3,97.63,135.7,97.97,2.615,94.98,11,86.96,18.5,97.87,77.29,9.44,99.83,50.87,57.74,5.29,59.56,17.86,80.22,35.4,85.7,19.0,85.1,45.6,76.98,,,19.5,60.93,71.51,7.42,82.12,99.08,8.1,80.26,11.64,81.46,3.84,10.22,3.24,0.32,0.92
46,6037208000,7508,Los Angeles,90026,Los Angeles,-118.2560631,34.0625684,69.81,99.05,95-100% (highest scores),0.048,53.73,12.53587816,91.28,0.769,96.39,787.94,92.53,58.34,63.53,0.05,20.55,1906.571736,78.24,2879.594269,95.28,25.65,86.58,20.0,68.42,0.96,84.71,7,66.74,9.2,89.14,75.67,9.24,99.64,41.43,43.84,7.59,94.51,10.45,33.6,31.9,82.31,18.8,84.79,59.6,91.46,10.1,86.75,35.6,96.58,72.85,7.56,83.85,99.05,11.77,82.23,5.99,63.49,9.7,10.18,0.0,14.03,2.61
47,6037575401,4788,Los Angeles,90813,Long Beach,-118.200174,33.7863532,69.66,99.03,95-100% (highest scores),0.04,20.85,11.69108081,65.96,0.208,63.6,339.04,34.73,87.84,95.39,0.0,0.0,14857.66634,98.97,854.1597288,48.14,3.5,33.87,66.5,93.62,2.14,93.09,18,97.52,3.5,66.69,61.29,7.48,92.47,127.96,96.93,6.03,75.76,27.86,99.08,44.1,92.94,23.7,91.01,72.1,98.09,7.4,70.9,30.6,91.46,89.74,9.31,99.03,99.03,19.97,75.44,4.59,80.51,6.64,9.42,0.31,2.44,0.67
48,6037572301,3841,Los Angeles,90810,Long Beach,-118.2215755,33.8219958,69.65,99.02,95-100% (highest scores),0.041,22.19,11.72604257,67.07,0.56,91.71,337.44,32.98,81.53,90.67,6.9,57.14,13332.23275,98.6,2233.800035,90.14,8.9,54.95,12.45,52.57,1.395,89.62,22,99.03,4.0,70.42,70.31,8.59,98.54,79.55,84.83,5.46,63.54,21.11,90.84,34.6,84.84,12.7,70.52,51.2,83.24,9.1,82.33,19.9,62.42,78.2,8.11,90.57,99.02,16.06,77.64,6.3,64.33,7.6,7.73,0.0,17.39,2.94
49,6037239310,4501,Los Angeles,90003,Los Angeles,-118.2773062,33.9785291,69.57,98.99,95-100% (highest scores),0.044,37.57,12.13275518,86.38,0.724,95.84,787.94,92.53,93.23,98.83,0.0,0.0,4144.716634,89.96,3767.169464,98.39,14.35,73.81,8.25,41.42,0.06,8.76,0,0.0,0.9,26.55,60.0,7.33,90.88,113.88,95.43,6.57,84.53,27.88,99.23,50.7,96.81,23.8,91.22,68.1,96.62,7.0,67.48,38.7,98.12,91.56,9.5,99.46,98.99,23.82,71.61,4.58,87.98,1.02,10.73,0.0,0.13,0.13
50,6037228900,2918,Los Angeles,90058,Los Angeles,-118.2430143,33.9920544,69.56,98.98,95-100% (highest scores),0.046,44.98,12.16800708,87.47,0.267,72.64,787.94,92.53,95.33,99.51,0.0,0.0,3601.543335,87.28,508.4178425,21.53,54.85,96.73,0.75,4.42,9.525,99.32,0,0.0,8.0,86.51,61.29,7.48,92.48,80.43,85.47,6.09,77.05,19.67,86.29,61.9,99.48,23.1,90.34,77.8,99.15,17.0,98.2,32.7,94.16,89.6,9.29,98.99,98.98,18.92,75.63,5.45,87.29,0.17,12.54,0.0,0.0,0.0
51,6037219901,4150,Los Angeles,90016,Los Angeles,-118.3605226,34.0297377,69.52,98.97,95-100% (highest scores),0.046,44.98,11.94583615,75.48,0.272,73.34,787.94,92.53,84.37,92.93,0.04,19.9,2082.327657,80.1,3054.125252,96.18,3.9,34.83,8.05,40.84,0.345,55.42,7,66.74,3.5,66.69,65.59,8.01,96.28,99.57,92.49,7.53,94.03,16.87,75.52,46.2,94.37,11.7,67.72,50.1,81.91,6.1,58.36,38.0,97.77,83.69,8.68,95.74,98.97,13.18,79.23,7.59,70.92,4.51,21.64,0.0,1.42,1.52
52,6037570502,6588,Los Angeles,90805,Long Beach,-118.1668021,33.8674703,69.39,98.95,95-100% (highest scores),0.043,29.89,12.07851936,83.05,0.215,64.57,339.04,34.73,85.58,93.75,0.78,41.1,7239.183065,95.47,913.8811807,52.64,14.0,73.37,122.0,97.66,4.395,97.41,7,66.74,11.5,93.24,69.83,8.53,98.34,94.42,91.14,6.63,85.46,20.48,89.0,28.9,78.75,8.3,54.58,38.8,67.25,6.3,60.57,25.2,80.75,78.46,8.14,90.85,98.95,14.6,77.73,7.67,58.36,10.23,5.37,0.18,21.28,4.57
53,6037570203,4165,Los Angeles,90805,Long Beach,-118.1600078,33.8783269,69.38,98.94,95-100% (highest scores),0.043,32.15,12.07684795,82.96,0.572,92.12,339.04,34.73,71.9,81.3,0.0,0.0,7182.133547,95.42,2820.212253,94.9,3.45,32.47,83.1,95.52,8.09,99.01,7,66.74,5.0,75.67,67.43,8.23,97.17,68.25,77.28,7.13,91.04,15.3,68.38,33.2,83.61,12.0,68.66,66.2,95.62,9.3,83.22,28.0,86.79,81.24,8.43,93.77,98.94,19.88,74.0,6.12,67.47,3.19,23.91,0.0,4.56,0.86
54,6037228100,5505,Los Angeles,90011,Los Angeles,-118.2439607,34.009617,69.26,98.92,95-100% (highest scores),0.046,46.99,12.15734144,87.26,0.316,78.02,787.94,92.53,92.7,98.5,0.0,0.0,3011.45992,84.88,554.9191044,25.06,57.05,97.0,4.75,28.08,1.92,92.3,7,66.74,2.6,59.43,65.67,8.02,96.33,69.35,77.94,5.26,59.19,21.0,90.35,55.5,98.44,27.4,94.18,60.3,91.85,8.1,76.05,31.8,92.94,83.26,8.64,95.44,98.92,18.44,75.77,5.79,93.55,0.0,5.92,0.0,0.27,0.25
55,6037532603,3289,Los Angeles,90255,Huntington Park,-118.2333907,33.9846156,69.06,98.89,95-100% (highest scores),0.046,44.98,12.14111892,86.7,0.388,84.04,380.45,40.04,91.3,97.68,0.0,0.0,3826.773356,88.4,805.1329156,44.7,53.9,96.55,9.5,44.83,9.885,99.47,0,0.0,13.2,94.66,62.91,7.68,94.06,60.74,69.97,6.99,89.8,24.24,97.03,54.7,98.18,25.6,92.91,59.9,91.56,7.1,68.4,28.4,87.69,86.67,8.99,97.71,98.89,20.86,72.97,6.17,97.72,1.16,1.12,0.0,0.0,0.0
56,6037117408,3073,Los Angeles,91343,Los Angeles,-118.4703709,34.2248464,68.96,98.88,95-100% (highest scores),0.065,93.63,12.06000567,81.77,0.452,87.59,726.64,83.13,63.15,70.26,0.0,0.0,650.1786652,56.73,3927.660141,98.59,40.5,93.54,11.5,50.87,0.355,56.69,0,0.0,0.0,0.0,61.05,7.45,92.16,86.23,88.17,7.88,95.95,15.46,69.11,40.8,90.5,25.5,92.8,69.8,97.3,11.2,90.33,40.8,98.87,89.18,9.25,98.87,98.88,22.36,72.89,4.75,79.89,3.77,4.72,0.0,10.84,0.78
57,6037204700,5510,Los Angeles,90023,Los Angeles,-118.2124515,34.0309821,68.92,98.87,95-100% (highest scores),0.048,53.73,12.30827709,89.71,1.076,98.53,828.12,95.67,91.36,97.72,0.0,0.0,2522.046671,82.66,4013.208536,98.74,5.65,44.21,1.05,7.19,3.9,97.11,7,66.74,4.75,73.01,70.61,8.62,98.68,70.82,79.0,5.81,71.26,19.23,84.98,41.5,91.03,10.0,61.9,39.2,67.85,8.6,78.97,24.5,78.73,77.06,7.99,89.22,98.87,16.64,70.98,12.38,95.92,1.27,1.07,0.0,1.14,0.6
58,6037302401,7395,Los Angeles,91204,Glendale,-118.2597456,34.1316179,68.86,98.85,95-100% (highest scores),0.052,66.81,11.87080549,71.95,0.265,72.53,685.63,76.05,68.49,77.13,0.0,0.0,1774.731018,76.62,1006.129331,58.25,49.25,95.61,33.25,82.27,1.95,92.38,6,58.69,10.8,92.1,69.68,8.51,98.28,65.09,74.45,4.63,41.93,19.32,85.36,21.0,66.46,36.9,98.11,53.8,85.88,13.2,94.66,41.0,98.94,78.03,8.09,90.33,98.85,11.32,74.44,14.24,33.23,50.95,2.66,0.0,12.59,0.57
59,6037602900,4443,Los Angeles,90249,Gardena,-118.3065724,33.9079762,68.75,98.84,95-100% (highest scores),0.043,29.89,12.12237612,85.84,0.244,69.21,373.79,39.54,82.13,91.17,28.67,68.55,10779.88688,97.8,875.4572135,49.53,69.7,98.13,68.25,93.94,4.48,97.47,5,51.22,9.9,90.24,73.03,8.92,99.22,66.53,75.81,6.35,81.33,12.77,52.55,38.5,88.76,18.2,83.84,51.2,83.24,6.6,63.42,23.1,74.52,74.33,7.71,85.78,98.84,14.09,77.02,8.89,76.12,3.06,13.84,0.0,5.24,1.73
60,6037433504,4802,Los Angeles,91733,El Monte,-118.0551094,34.0585512,68.72,98.81,95-100% (highest scores),0.055,72.55,11.96074742,76.27,0.216,64.88,821.08,95.28,83.17,92.09,0.04,19.79,2374.994405,81.9,602.1711841,28.54,15.95,75.96,188.45,99.0,1.07,86.0,3,33.16,1.7,43.21,66.76,8.15,96.9,65.92,75.19,6.52,83.85,16.69,74.84,48.9,95.94,31.8,96.41,62.6,93.39,5.4,49.86,28.2,87.25,81.26,8.43,93.8,98.81,16.14,74.97,8.89,72.16,0.85,0.31,0.0,26.17,0.5
61,6037121222,5139,Los Angeles,91352,Los Angeles,-118.3919494,34.2321411,68.65,98.79,95-100% (highest scores),0.065,93.63,11.41126373,59.48,0.368,82.59,726.64,83.13,69.49,78.44,0.0,0.0,764.6736857,59.78,2560.759679,93.19,50.8,96.04,5.7,32.51,0.78,80.87,4,43.78,16.45,96.75,69.18,8.45,98.06,74.78,81.89,8.03,96.56,15.13,67.12,46.9,94.65,6.7,47.08,54.3,86.38,5.4,49.86,35.1,96.15,78.34,8.13,90.73,98.79,15.96,75.91,8.13,90.15,5.45,1.03,0.16,2.51,0.7
62,6037185320,2991,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194,68.57,98.78,95-100% (highest scores),0.05,62.53,12.45587973,90.85,0.357,81.78,767.52,86.87,79.9,89.16,0.0,0.0,1640.341634,75.12,2390.883961,91.49,50.1,95.82,20.8,69.15,0.025,3.64,8,72.15,8.8,88.04,70.07,8.56,98.48,65.4,74.75,6.62,85.31,11.07,38.48,45.2,93.79,23.0,90.24,58.9,90.87,11.5,91.12,23.5,75.68,77.26,8.01,89.41,98.78,12.2,77.06,10.73,84.32,9.93,0.6,0.0,5.15,0.0
63,6037540000,7139,Los Angeles,90262,Lynwood,-118.1810628,33.9220335,68.47,98.76,95-100% (highest scores),0.044,37.57,12.04697253,80.93,0.972,98.05,500.35,60.58,84.24,92.85,0.0,0.0,7876.333211,96.09,3490.191587,97.76,4.65,41.19,4.0,26.17,0.615,75.35,10,82.97,7.0,83.28,67.58,8.25,97.32,67.6,76.84,5.52,65.02,18.77,83.51,51.7,97.25,15.8,79.0,48.9,80.55,10.1,86.75,25.2,80.75,79.99,8.3,92.55,98.76,14.34,77.08,8.57,95.08,1.39,2.63,0.0,0.69,0.21
64,6037120010,2704,Los Angeles,91402,Los Angeles,-118.4622655,34.2191995,68.43,98.74,95-100% (highest scores),0.065,93.63,12.08174436,83.19,0.184,59.02,726.64,83.13,89.01,96.07,0.0,0.0,680.3183187,57.63,1392.963629,75.24,41.35,93.92,10.0,47.43,0.9,83.4,0,0.0,1.5,42.31,63.46,7.75,94.62,93.8,90.69,6.46,83.0,20.79,89.57,33.8,84.18,16.3,80.01,47.9,79.55,9.1,82.33,27.9,86.57,85.14,8.83,96.71,98.74,9.43,80.81,9.76,73.41,8.32,2.77,0.0,15.5,0.0
65,6037404703,3110,Los Angeles,91706,Baldwin Park,-117.9903099,34.0641759,68.41,98.73,95-100% (highest scores),0.057,75.12,12.02600668,79.79,0.622,93.57,823.7,95.47,78.21,87.69,1.45,45.14,2037.961304,79.76,4410.033774,99.29,17.35,78.29,62.0,92.86,0.605,74.9,3,33.16,1.75,43.94,76.19,9.3,99.7,64.73,74.03,4.44,37.02,14.4,62.84,38.9,89.14,20.4,87.21,51.8,83.87,6.8,65.63,32.0,93.26,70.89,7.35,81.22,98.73,17.52,73.95,8.52,83.92,2.22,1.54,0.0,11.22,1.09
66,6037240200,5159,Los Angeles,90003,Los Angeles,-118.2761415,33.9560337,68.33,98.71,95-100% (highest scores),0.044,35.16,12.116733,85.59,0.436,86.81,787.94,92.53,80.05,89.29,0.0,0.0,5622.976807,93.51,3525.282743,97.79,4.5,40.84,5.5,32.38,0.15,26.67,0,0.0,4.5,72.39,59.87,7.31,90.67,113.88,95.43,6.42,82.46,27.88,99.23,44.7,93.43,13.7,73.37,64.1,94.43,9.1,82.33,34.3,95.64,90.11,9.35,99.18,98.71,16.48,76.04,7.48,74.88,0.35,22.41,0.7,1.67,0.0
67,6037241120,5146,Los Angeles,90061,Los Angeles,-118.2768346,33.9364442,68.26,98.7,95-100% (highest scores),0.043,32.15,12.0881206,83.61,0.51,90.29,787.94,92.53,86.41,94.24,0.0,0.0,7514.196533,95.79,2775.215502,94.56,0.0,0.0,5.5,32.38,0.0,0.0,7,66.74,2.2,54.85,58.86,7.19,89.37,125.21,96.61,9.78,99.41,21.82,93.27,47.8,95.25,14.3,75.53,61.9,92.94,7.3,69.98,49.4,99.78,91.56,9.5,99.47,98.7,15.97,76.64,7.38,70.5,0.74,26.23,0.0,1.65,0.87
68,6037242100,2852,Los Angeles,90002,Los Angeles,-118.2336329,33.945396,68.24,98.69,95-100% (highest scores),0.044,37.57,12.06544894,82.34,0.284,74.67,787.94,92.53,75.99,85.71,0.0,0.0,6522.666707,94.75,956.109058,55.41,76.6,98.58,17.5,64.22,1.135,86.94,0,0.0,0.5,22.08,61.7,7.53,92.96,103.63,93.67,5.25,58.79,25.73,98.11,44.9,93.61,12.3,69.47,91.2,99.95,18.4,98.79,32.4,93.73,87.31,9.06,98.1,98.69,21.67,74.51,3.82,75.77,0.14,22.72,0.0,1.37,0.0
69,6037570202,6124,Los Angeles,90805,Long Beach,-118.1785185,33.8794113,68.2,98.68,95-100% (highest scores),0.043,32.15,12.19282827,88.14,0.577,92.25,339.04,34.73,82.51,91.46,19.66,65.83,8473.469807,96.49,2371.319143,91.3,11.4,64.41,26.3,76.21,4.065,97.19,7,66.74,2.25,55.51,73.36,8.96,99.28,63.41,72.79,7.21,91.63,14.42,62.95,29.0,78.93,8.1,53.86,40.2,69.48,9.7,84.98,21.2,67.72,73.39,7.61,84.39,98.68,16.51,74.41,9.08,65.43,6.91,14.66,0.54,11.69,0.77
70,6037121900,3761,Los Angeles,91352,Los Angeles,-118.3831998,34.217858,68.18,98.66,95-100% (highest scores),0.064,91.05,11.43961966,59.88,0.164,54.67,726.64,83.13,72.72,82.12,0.0,0.0,859.338989,61.54,1676.067303,81.51,41.65,93.99,20.8,69.15,1.2,87.82,0,0.0,16.55,96.84,66.01,8.06,96.57,69.64,78.17,6.52,83.85,18.32,81.97,41.8,91.27,19.4,85.74,40.1,69.35,6.8,65.63,36.0,96.83,81.54,8.46,94.07,98.66,12.04,77.69,10.26,77.85,17.36,2.37,0.0,2.42,0.0
71,6037241002,4144,Los Angeles,90059,Los Angeles,-118.2614031,33.925262,68.15,98.65,95-100% (highest scores),0.043,32.15,12.0964657,84.17,0.582,92.42,803.56,93.87,85.62,93.82,0.0,0.0,10566.41976,97.69,3247.400721,96.91,5.4,43.52,3.75,25.09,0.43,63.9,7,66.74,0.5,22.08,64.01,7.82,95.11,97.62,91.89,7.93,96.1,18.87,83.77,33.3,83.8,12.8,70.88,45.3,76.62,7.2,69.13,28.2,87.25,84.06,8.72,96.03,98.65,16.77,75.41,7.82,59.29,0.39,37.26,0.0,0.07,2.99
72,6037204600,4080,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414,68.07,98.61,95-100% (highest scores),0.048,53.73,12.47302993,90.95,0.989,98.22,787.94,92.53,93.05,98.7,0.0,0.0,2338.079997,81.71,3291.982798,97.04,8.5,54.26,6.3,35.66,0.755,80.28,7,66.74,8.1,86.64,72.65,8.87,99.13,51.48,58.46,5.22,58.02,13.23,55.45,51.1,97.03,17.1,81.55,64.2,94.5,9.4,83.63,35.5,96.53,73.98,7.67,85.3,98.61,9.9,77.92,12.18,91.08,3.95,2.23,0.0,2.13,0.61
73,6037204820,2241,Los Angeles,90023,Los Angeles,-118.2058412,34.0238161,68.04,98.6,95-100% (highest scores),0.048,53.73,12.24094412,89.14,0.579,92.31,787.94,92.53,81.05,90.23,0.0,0.0,3039.246664,84.96,3550.700079,97.86,24.15,85.67,7.8,39.9,8.005,98.98,7,66.74,1.0,35.72,71.86,8.77,98.97,76.1,82.76,4.91,49.91,20.87,90.15,44.9,93.61,23.0,90.24,59.4,91.27,2.5,10.66,29.9,90.41,74.76,7.75,86.4,98.6,12.41,75.23,12.36,94.91,2.59,2.28,0.0,0.22,0.0
74,6037122420,4503,Los Angeles,91605,Los Angeles,-118.3832842,34.20361,67.86,98.55,95-100% (highest scores),0.062,88.7,11.51838156,61.18,0.242,68.94,726.64,83.13,68.44,77.05,0.0,0.0,959.8056439,63.02,792.5627615,43.69,36.9,91.97,36.5,83.99,2.935,95.91,0,0.0,3.0,63.67,62.84,7.67,94.01,79.39,84.67,7.14,91.28,21.48,92.31,37.1,87.37,24.3,91.7,44.8,75.84,6.0,57.25,32.0,93.26,85.25,8.84,96.76,98.55,8.04,83.61,8.35,76.06,15.06,1.71,0.0,7.04,0.13
